"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV01","WV01_ATTRIBUTES"
"USW00094789","2021-01-08","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   33",",,W","  -27",",,W","","","","","  -67",",,W","10152",",,W","10149",",,W","  -22",",,W","   55",",,W","","","","","","","","","   60",",,W","   50",",,W","   72",",,W","","","","","","","  350",",,W","  350",",,W","","","","","","","","","   98",",,W","  116",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-01-09","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0","T,,W,2400","    0","T,,W,2400","    0",",,W,2400","   33",",,W","  -32",",,W","","","","","  -94",",,W","","","","","  -28",",,W","   75",",,W","","","","","","","","","   48",",,W","   38",",,W","   60",",,W","","","","","","","  350",",,W","  350",",,W","","","","","","","","","  107",",,W","  157",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-01-10","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   61",",,W","  -16",",,W","","","","","  -78",",,W","10227",",,W","10203",",,W","  -17",",,W","   51",",,W","","","","","","","","","   53",",,W","   38",",,W","   64",",,W","","","","","","","  340",",,W","  350",",,W","","","","","","","","","   94",",,W","  112",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-01-11","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   33",",,W","  -32",",,W","","","","","  -56",",,W","10251",",,W","10251",",,W","  -17",",,W","   21",",,W","","","","","","","","","   68",",,W","   55",",,W","   79",",,W","","","","","","","  350",",,W","  310",",,W","","","","","","","","","   45",",,W","   63",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-01-12","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   72",",,W","  -21",",,W","","","","","  -39",",,W","10200",",,W","10190",",,W","    0",",,W","   25",",,W","","","","","","","","","   65",",,W","   40",",,W","   85",",,W","","","","","","","  360",",,W","  320",",,W","","","","","","","","","   45",",,W","   58",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-01-13","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   67",",,W","  -21",",,W","","","","","  -28",",,W","10163",",,W","10159",",,W","    6",",,W","   31",",,W","","","","","","","","","   68",",,W","   51",",,W","   88",",,W","","","","","","","  260",",,W","  280",",,W","","","","","","","","","   89",",,W","  103",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-01-14","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  100",",,W","    0",",,W","","","","","    6",",,W","10108",",,W","10102",",,W","   28",",,W","   16",",,W","","","","","","","","","   77",",,W","   55",",,W","   89",",,W","","","","","","","   10",",,W","  350",",,W","","","","","","","","","   40",",,W","   58",",,W","","","","","    1",",,W","","","","","","","","","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-01-15","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","   91",",,W,2400","    0",",,W,2400","    0",",,W,2400","   89",",,W","   -5",",,W","","","","","   28",",,W","10132",",,W","10129",",,W","   39",",,W","   62",",,W","","","","","","","","","   83",",,W","   71",",,W","   93",",,W","","","","","","","   90",",,W","  100",",,W","","","","","","","","","  134",",,W","  197",",,W","","","","","    1",",,W","    1",",,W","","","","","","","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-01-16","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","  224",",,W,2400","    0",",,W,2400","    0",",,W,2400","  100",",,W","   33",",,W","","","","","   22",",,W"," 9980",",,W"," 9976",",,W","   44",",,W","   64",",,W","","","","","","","","","   77",",,W","   58",",,W","   93",",,W","","","","","","","  100",",,W","   70",",,W","","","","","","","","","  116",",,W","  161",",,W","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-01-17","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   72",",,W","   17",",,W","","","","","  -33",",,W","10037",",,W","10020",",,W","   17",",,W","   81",",,W","","","","","","","","","   58",",,W","   47",",,W","   70",",,W","","","","","","","  260",",,W","  260",",,W","","","","","","","","","  130",",,W","  157",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-01-18","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   89",",,W","   11",",,W","","","","","  -22",",,W","10085",",,W","10064",",,W","   22",",,W","   64",",,W","","","","","","","","","   59",",,W","   44",",,W","   78",",,W","","","","","","","  270",",,W","  280",",,W","","","","","","","","","  107",",,W","  130",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-01-19","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   61",",,W","    0",",,W","","","","","  -50",",,W","10179",",,W","10163",",,W","    0",",,W","   63",",,W","","","","","","","","","   58",",,W","   41",",,W","   75",",,W","","","","","","","  270",",,W","  270",",,W","","","","","","","","","  112",",,W","  143",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-01-20","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    5",",,W,2400","    5",",,W,2400","    0",",,W,2400","   67",",,W","  -32",",,W","","","","","  -72",",,W","10146",",,W","10135",",,W","  -17",",,W","   59",",,W","","","","","","","","","   56",",,W","   34",",,W","  100",",,W","","","","","","","  310",",,W","  300",",,W","","","","","","","","","  139",",,W","  165",",,W","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-01-21","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   56",",,W","  -60",",,W","","","","","  -72",",,W","10088",",,W","10091",",,W","  -22",",,W","   35",",,W","","","","","","","","","   59",",,W","   46",",,W","   76",",,W","","","","","","","  230",",,W","  230",",,W","","","","","","","","","   94",",,W","  107",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-01-22","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   89",",,W","    6",",,W","","","","","  -50",",,W","10071",",,W","10047",",,W","   11",",,W","   66",",,W","","","","","","","","","   51",",,W","   35",",,W","   76",",,W","","","","","","","  270",",,W","  280",",,W","","","","","","","","","  112",",,W","  143",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-01-23","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   22",",,W","  -43",",,W","","","",""," -139",",,W","10176",",,W","10159",",,W","  -44",",,W","   98",",,W","","","","","","","","","   37",",,W","   30",",,W","   46",",,W","","","","","","","  310",",,W","  310",",,W","","","","","","","","","  143",",,W","  179",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-01-24","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","    6",",,W","  -55",",,W","","","",""," -150",",,W","10213",",,W","10207",",,W","  -56",",,W","   83",",,W","","","","","","","","","   38",",,W","   26",",,W","   48",",,W","","","","","","","  310",",,W","  320",",,W","","","","","","","","","  139",",,W","  179",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-01-25","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   33",",,W","  -55",",,W","","","",""," -117",",,W","10200",",,W","10190",",,W","  -39",",,W","   41",",,W","","","","","","","","","   43",",,W","   32",",,W","   53",",,W","","","","","","","  330",",,W","  310",",,W","","","","","","","","","   72",",,W","   94",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-01-26","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","   33",",,W,2400","    0","T,,W,2400","    0",",,W,2400","   22",",,W","   -5",",,W","","","","","  -44",",,W","10149",",,W","10146",",,W","  -11",",,W","   43",",,W","","","","","","","","","   72",",,W","   47",",,W","   93",",,W","","","","","","","  310",",,W","   70",",,W","","","","","","","","","   89",",,W","  112",",,W","","","","","    1",",,W","","","","","","","","","    1",",,W","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-01-27","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0","T,,W,2400","    0","T,,W,2400","    0",",,W,2400","   39",",,W","   -5",",,W","","","","","  -33",",,W","10163",",,W","10146",",,W","    0",",,W","   55",",,W","","","","","","","","","   70",",,W","   57",",,W","   92",",,W","","","","","","","  320",",,W","  320",",,W","","","","","","","","","  103",",,W","  125",",,W","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-01-28","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   17",",,W","  -66",",,W","","","",""," -117",",,W","10186",",,W","10173",",,W","  -44",",,W","   98",",,W","","","","","","","","","   47",",,W","   32",",,W","   64",",,W","","","","","","","  330",",,W","  320",",,W","","","","","","","","","  174",",,W","  219",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-01-29","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0","T,,W,2400","    0","T,,W,2400","    0","T,,W,2400","  -27",",,W","  -88",",,W","","","",""," -178",",,W","10200",",,W","10190",",,W","  -89",",,W","  110",",,W","","","","","","","","","   40",",,W","   29",",,W","   49",",,W","","","","","","","  320",",,W","  310",",,W","","","","","","","","","  201",",,W","  241",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-01-30","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","    6",",,W","  -93",",,W","","","",""," -156",",,W","10254",",,W","10244",",,W","  -72",",,W","   63",",,W","","","","","","","","","   43",",,W","   27",",,W","   59",",,W","","","","","","","  330",",,W","  330",",,W","","","","","","","","","  103",",,W","  130",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-01-31","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","   15",",,W,2400","   18",",,W,2400","    0",",,W,2400","  -27",",,W","  -66",",,W","","","",""," -111",",,W","10254",",,W","10257",",,W","  -67",",,W","   41",",,W","","","","","","","","","   62",",,W","   53",",,W","   88",",,W","","","","","","","   40",",,W","   40",",,W","","","","","","","","","   94",",,W","  112",",,W","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-02-01","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","  335",",,W,2400","  302",",,W,2400","  100",",,W,2400","    6",",,W","  -32",",,W","","","","","  -22",",,W","10085",",,W","10102",",,W","  -17",",,W","  112",",,W","","","","","","","","","   90",",,W","   85",",,W","  100",",,W","","","","","","","   40",",,W","   30",",,W","","","","","","","","","  183",",,W","  228",",,W","","","","","    1",",,W","    1",",,W","","","    1",",,W","","","","","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-02-02","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    8",",,W,2400","    0","T,,W,2400","  330",",,W,2400","   17",",,W","   -5",",,W","","","","","  -17",",,W"," 9963",",,W"," 9959",",,W","   -6",",,W","   88",",,W","","","","","","","","","   86",",,W","   69",",,W","   92",",,W","","","","","","","   20",",,W","   20",",,W","","","","","","","","","  125",",,W","  161",",,W","","","","","    1",",,W","","","","","    1",",,W","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-02-03","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0","T,,W,2400","    0","T,,W,2400","  280",",,W,2400","   28",",,W","  -16",",,W","","","","","  -56",",,W","10003",",,W"," 9983",",,W","  -17",",,W","   67",",,W","","","","","","","","","   66",",,W","   57",",,W","   82",",,W","","","","","","","  330",",,W","  320",",,W","","","","","","","","","  107",",,W","  139",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-02-04","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","  230",",,W,2400","   56",",,W","  -16",",,W","","","","","  -56",",,W","10105",",,W","10091",",,W","  -11",",,W","   60",",,W","","","","","","","","","   60",",,W","   48",",,W","   79",",,W","","","","","","","  300",",,W","  300",",,W","","","","","","","","","  103",",,W","  130",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-02-05","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    5",",,W,2400","    0",",,W,2400","  200",",,W,2400","   67",",,W","  -10",",,W","","","","","   -6",",,W","10068",",,W","10058",",,W","   17",",,W","   46",",,W","","","","","","","","","   74",",,W","   46",",,W","   89",",,W","","","","","","","  210",",,W","  210",",,W","","","","","","","","","  130",",,W","  148",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-02-06","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","  150",",,W,2400","   61",",,W","  -32",",,W","","","","","  -56",",,W","10169",",,W","10146",",,W","   -6",",,W","   60",",,W","","","","","","","","","   57",",,W","   37",",,W","   78",",,W","","","","","","","  260",",,W","  270",",,W","","","","","","","","","  139",",,W","  179",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-02-07","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","  117",",,W,2400","  175",",,W,2400","  130",",,W,2400","   28",",,W","  -32",",,W","","","","","  -33",",,W","10149",",,W","10139",",,W","  -11",",,W","   51",",,W","","","","","","","","","   77",",,W","   59",",,W","   96",",,W","","","","","","","  320",",,W","  320",",,W","","","","","","","","","  112",",,W","  139",",,W","","","","","    1",",,W","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-02-08","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","  300",",,W,2400","  -21",",,W","  -82",",,W","","","",""," -128",",,W","10288",",,W","10268",",,W","  -72",",,W","   48",",,W","","","","","","","","","   57",",,W","   44",",,W","   75",",,W","","","","","","","  310",",,W","  310",",,W","","","","","","","","","  107",",,W","  134",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-02-09","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    3",",,W,2400","    0",",,W,2400","  250",",,W,2400","   17",",,W","  -60",",,W","","","","","  -44",",,W","10240",",,W","10240",",,W","  -28",",,W","   39",",,W","","","","","","","","","   81",",,W","   71",",,W","   92",",,W","","","","","","","  340",",,W","  340",",,W","","","","","","","","","   76",",,W","   89",",,W","","","","","    1",",,W","","","","","","","","","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-02-10","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0","T,,W,2400","    0","T,,W,2400","  230",",,W,2400","   11",",,W","  -43",",,W","","","","","  -78",",,W","10264",",,W","10251",",,W","  -33",",,W","   35",",,W","","","","","","","","","   62",",,W","   43",",,W","   81",",,W","","","","","","","  330",",,W","  340",",,W","","","","","","","","","   76",",,W","   89",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-02-11","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","   46",",,W,2400","   56",",,W,2400","  280",",,W,2400","   -5",",,W","  -32",",,W","","","","","  -72",",,W","10251",",,W","10240",",,W","  -39",",,W","   42",",,W","","","","","","","","","   67",",,W","   48",",,W","   89",",,W","","","","","","","  340",",,W","  330",",,W","","","","","","","","","   72",",,W","   81",",,W","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-02-12","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","  250",",,W,2400","  -16",",,W","  -71",",,W","","","",""," -144",",,W","10271",",,W","10261",",,W","  -67",",,W","   37",",,W","","","","","","","","","   43",",,W","   32",",,W","   62",",,W","","","","","","","   10",",,W","   20",",,W","","","","","","","","","   81",",,W","   98",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-02-13","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    3",",,W,2400","    0","T,,W,2400","  230",",,W,2400","  -10",",,W","  -38",",,W","","","",""," -117",",,W","10254",",,W","10251",",,W","  -50",",,W","   53",",,W","","","","","","","","","   50",",,W","   39",",,W","   72",",,W","","","","","","","   20",",,W","   20",",,W","","","","","","","","","   81",",,W","   89",",,W","","","","","","","","","","","    1",",,W","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-02-14","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","  230",",,W,2400","   33",",,W","  -21",",,W","","","","","  -39",",,W","10237",",,W","10230",",,W","  -11",",,W","   38",",,W","","","","","","","","","   73",",,W","   64",",,W","   82",",,W","","","","","","","   30",",,W","   30",",,W","","","","","","","","","   72",",,W","   89",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-02-15","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0","T,,W,2400","    0",",,W,2400","  180",",,W,2400","   17",",,W","    0",",,W","","","","","  -28",",,W","10217",",,W","10217",",,W","   -6",",,W","   47",",,W","","","","","","","","","   78",",,W","   64",",,W","   92",",,W","","","","","","","   70",",,W","   70",",,W","","","","","","","","","   76",",,W","   94",",,W","","","","","    1",",,W","","","","","","","","","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-02-16","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","  188",",,W,2400","    0",",,W,2400","   80",",,W,2400","   94",",,W","   11",",,W","","","","","   17",",,W","10068",",,W","10051",",,W","   39",",,W","   75",",,W","","","","","","","","","   78",",,W","   54",",,W","  100",",,W","","","","","","","  250",",,W","  250",",,W","","","","","","","","","  143",",,W","  170",",,W","","","","","    1",",,W","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-02-17","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","   50",",,W,2400","   11",",,W","  -49",",,W","","","",""," -133",",,W","10274",",,W","10251",",,W","  -50",",,W","   55",",,W","","","","","","","","","   41",",,W","   30",",,W","   56",",,W","","","","","","","  310",",,W","  300",",,W","","","","","","","","","  130",",,W","  165",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-02-18","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","  173",",,W,2400","  109",",,W,2400","   30",",,W,2400","  -16",",,W","  -43",",,W","","","","","  -72",",,W","10284",",,W","10284",",,W","  -39",",,W","   54",",,W","","","","","","","","","   75",",,W","   41",",,W","   89",",,W","","","","","","","   30",",,W","   30",",,W","","","","","","","","","   98",",,W","  121",",,W","","","","","    1",",,W","    1",",,W","","","    1",",,W","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-02-19","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","   15",",,W,2400","   18",",,W,2400","  130",",,W,2400","    6",",,W","  -21",",,W","","","","","  -22",",,W","10196",",,W","10196",",,W","  -11",",,W","   50",",,W","","","","","","","","","   87",",,W","   82",",,W","   92",",,W","","","","","","","   30",",,W","   30",",,W","","","","","","","","","   76",",,W","   98",",,W","","","","","    1",",,W","","","","","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-02-20","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0","T,,W,2400","    0","T,,W,2400","  130",",,W,2400","   11",",,W","  -27",",,W","","","","","  -78",",,W","10203",",,W","10183",",,W","  -28",",,W","   75",",,W","","","","","","","","","   57",",,W","   45",",,W","   79",",,W","","","","","","","  310",",,W","  330",",,W","","","","","","","","","  112",",,W","  148",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-02-21","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","  130",",,W,2400","   22",",,W","  -49",",,W","","","","","  -94",",,W","10322",",,W","10305",",,W","  -39",",,W","   51",",,W","","","","","","","","","   56",",,W","   40",",,W","   66",",,W","","","","","","","  310",",,W","  310",",,W","","","","","","","","","   94",",,W","  107",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-02-22","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","  147",",,W,2400","   10",",,W,2400","  100",",,W,2400","   33",",,W","  -16",",,W","","","","","  -17",",,W","10169",",,W","10186",",,W","    0",",,W","   55",",,W","","","","","","","","","   81",",,W","   61",",,W","  100",",,W","","","","","","","  270",",,W","  280",",,W","","","","","","","","","  112",",,W","  134",",,W","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-02-23","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0","T,,W,2400","    0",",,W,2400","   50",",,W,2400","   72",",,W","   11",",,W","","","","","  -11",",,W","10064",",,W","10058",",,W","   17",",,W","   57",",,W","","","","","","","","","   72",",,W","   58",",,W","   85",",,W","","","","","","","  280",",,W","  280",",,W","","","","","","","","","  112",",,W","  148",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-02-24","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","   30",",,W,2400","   94",",,W","    0",",,W","","","","","    0",",,W","10142",",,W","10135",",,W","   28",",,W","   60",",,W","","","","","","","","","   73",",,W","   54",",,W","   89",",,W","","","","","","","  190",",,W","  190",",,W","","","","","","","","","  143",",,W","  170",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-02-25","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  100",",,W","   11",",,W","","","","","  -61",",,W","10183",",,W","10156",",,W","   22",",,W","   71",",,W","","","","","","","","","   40",",,W","   25",",,W","   79",",,W","","","","","","","  320",",,W","  310",",,W","","","","","","","","","  157",",,W","  183",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2021-02-26","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   72",",,W","    0",",,W","","","","","  -67",",,W","10305",",,W","10288",",,W","    0",",,W","   46",",,W","","","","","","","","","   48",",,W","   33",",,W","   70",",,W","","","","","","","  350",",,W","  350",",,W","","","","","","","","","   81",",,W","   94",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
